Name,Technique,Rule Type,Severity,Source
Attempt to Deactivate an Okta Policy,"T1562, T1562.007",Custom Query,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/okta/defense_evasion_okta_attempt_to_deactivate_okta_policy.toml)
Attempt to Deactivate an Okta Policy Rule,"T1562, T1562.007",Custom Query,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/okta/defense_evasion_okta_attempt_to_deactivate_okta_policy_rule.toml)
Attempt to Delete an Okta Network Zone,"T1562, T1562.007",Custom Query,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/okta/defense_evasion_attempt_to_delete_okta_network_zone.toml)
Attempt to Delete an Okta Policy,"T1562, T1562.007",Custom Query,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/okta/defense_evasion_okta_attempt_to_delete_okta_policy.toml)
Attempt to Delete an Okta Policy Rule,"T1562, T1562.007",Custom Query,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/okta/defense_evasion_okta_attempt_to_delete_okta_policy_rule.toml)
Attempt to Disable Auditd Service,"T1562, T1562.001",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/defense_evasion_attempt_to_disable_auditd_service.toml)
Attempt to Disable Gatekeeper,T1553,EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/macos/defense_evasion_attempt_to_disable_gatekeeper.toml)
Attempt to Disable IPTables or Firewall,"T1562, T1562.001",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/defense_evasion_attempt_to_disable_iptables_or_firewall.toml)
Attempt to Disable Syslog Service,"T1562, T1562.001",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/defense_evasion_attempt_to_disable_syslog_service.toml)
Attempt to Install Kali Linux via WSL,T1202,EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/defense_evasion_wsl_kalilinux.toml)
Attempt to Install Root Certificate,"T1553, T1553.004",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/macos/defense_evasion_install_root_certificate.toml)
Attempt to Modify an Okta Network Zone,"T1562, T1562.007",Custom Query,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/okta/defense_evasion_okta_attempt_to_modify_okta_network_zone.toml)
Attempt to Modify an Okta Policy,"T1562, T1562.007",Custom Query,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/okta/defense_evasion_okta_attempt_to_modify_okta_policy.toml)
Attempt to Modify an Okta Policy Rule,"T1562, T1562.007",Custom Query,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/okta/defense_evasion_okta_attempt_to_modify_okta_policy_rule.toml)
Attempt to Unload Elastic Endpoint Security Kernel Extension,"T1547, T1547.006, T1562, T1562.001",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/macos/defense_evasion_unload_endpointsecurity_kext.toml)
AWS CloudTrail Log Evasion,"T1562, T1562.008",Custom Query,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/aws/defense_evasion_cloudtrail_logging_evasion.toml)
AWS CloudTrail Log Suspended,"T1562, T1562.001",Custom Query,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/aws/defense_evasion_cloudtrail_logging_suspended.toml)
AWS CloudWatch Alarm Deletion,"T1562, T1562.001, T1562.006",Custom Query,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/aws/defense_evasion_cloudwatch_alarm_deletion.toml)
AWS CloudWatch Log Group Deletion,"T1485, T1562, T1562.001",Custom Query,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/aws/impact_cloudwatch_log_group_deletion.toml)
AWS CloudWatch Log Stream Deletion,"T1485, T1562, T1562.001",Custom Query,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/aws/impact_cloudwatch_log_stream_deletion.toml)
AWS Config Resource Deletion,"T1562, T1562.001, T1562.008",Custom Query,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/aws/defense_evasion_config_service_rule_deletion.toml)
AWS Configuration Recorder Stopped,"T1562, T1562.001, T1562.008",Custom Query,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/aws/defense_evasion_configuration_recorder_stopped.toml)
AWS EC2 Network Access Control List Creation,"T1133, T1562, T1562.007",Custom Query,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/aws/persistence_ec2_network_acl_creation.toml)
AWS EC2 Network Access Control List Deletion,"T1562, T1562.007",Custom Query,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/aws/defense_evasion_ec2_network_acl_deletion.toml)
AWS EC2 Security Group Configuration Change,"T1562, T1562.007",Custom Query,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/aws/persistence_ec2_security_group_configuration_change_detection.toml)
AWS First Occurrence of STS GetFederationToken Request by User,"T1098, T1098.001, T1550, T1550.001",New Terms,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/aws/defense_evasion_sts_get_federation_token.toml)
AWS GuardDuty Detector Deletion,"T1562, T1562.001",Custom Query,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/aws/defense_evasion_guardduty_detector_deletion.toml)
AWS RDS DB Instance Made Public,"T1556, T1556.009",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/aws/persistence_rds_instance_made_public.toml)
AWS RDS DB Instance or Cluster Password Modified,"T1098, T1098.001",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/aws/persistence_rds_db_instance_password_modified.toml)
AWS RDS DB Snapshot Created,"T1578, T1578.001",Custom Query,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules_building_block/defense_evasion_aws_rds_snapshot_created.toml)
AWS Route 53 Resolver Query Log Configuration Deleted,"T1562, T1562.008",Custom Query,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/aws/defense_evasion_route53_dns_query_resolver_config_deletion.toml)
AWS S3 Bucket Expiration Lifecycle Configuration Added,"T1070, T1485, T1485.001, T1562, T1562.008",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/aws/defense_evasion_s3_bucket_lifecycle_expiration_added.toml)
AWS S3 Bucket Server Access Logging Disabled,"T1562, T1562.008",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/aws/defense_evasion_s3_bucket_server_access_logging_disabled.toml)
AWS SQS Queue Purge,"T1562, T1562.008",Custom Query,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/aws/defense_evasion_sqs_purge_queue.toml)
AWS VPC Flow Logs Deletion,"T1562, T1562.008",Custom Query,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/aws/defense_evasion_ec2_flow_log_deletion.toml)
AWS WAF Access Control List Deletion,"T1562, T1562.007",Custom Query,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/aws/defense_evasion_waf_acl_deletion.toml)
AWS WAF Rule or Rule Group Deletion,"T1562, T1562.007",Custom Query,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/aws/defense_evasion_waf_rule_or_rule_group_deletion.toml)
Azure Automation Account Created,T1078,Custom Query,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/azure/persistence_automation_account_created.toml)
Azure Automation Runbook Deleted,,Custom Query,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/azure/defense_evasion_automation_runbook_deleted.toml)
Azure Blob Storage Permissions Modified,T1222,Custom Query,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/azure/defense_evasion_storage_blob_permissions_modified.toml)
Azure Diagnostic Settings Alert Suppression Rule Created or Modified,T1562,Custom Query,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/azure/defense_evasion_security_alert_suppression_rule_created.toml)
Azure Event Hub Deleted,"T1562, T1562.008",Custom Query,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/azure/defense_evasion_event_hub_deletion.toml)
Azure Kubernetes Services (AKS) Kubernetes Events Deleted,"T1562, T1562.001",Custom Query,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/azure/defense_evasion_kubernetes_events_deleted.toml)
Azure VNet Firewall Front Door WAF Policy Deleted,"T1562, T1562.007",Custom Query,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/azure/defense_evasion_network_frontdoor_firewall_policy_deletion.toml)
Base16 or Base32 Encoding/Decoding Activity,"T1027, T1140",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/defense_evasion_base16_or_base32_encoding_or_decoding_activity.toml)
Base64 Decoded Payload Piped to Interpreter,"T1027, T1059, T1059.004, T1140, T1204, T1204.002",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/defense_evasion_interpreter_launched_from_decoded_payload.toml)
Binary Content Copy via Cmd.exe,"T1059, T1059.003, T1140",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules_building_block/defense_evasion_cmd_copy_binary_contents.toml)
Bitsadmin Activity,"T1105, T1197",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules_building_block/command_and_control_bitsadmin_activity.toml)
Boot File Copy,"T1059, T1059.004, T1542, T1543, T1574",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/persistence_boot_file_copy.toml)
BPF Program or Map Load via bpftool,"T1014, T1547, T1547.006",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/persistence_bpf_program_or_map_load.toml)
BPF Program Tampering via bpftool,"T1014, T1562, T1562.001",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/defense_evasion_bpf_program_tampering.toml)
Bypass UAC via Event Viewer,"T1548, T1548.002",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/privilege_escalation_uac_bypass_event_viewer.toml)
Clearing Windows Console History,"T1059, T1059.001, T1070, T1070.003",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/defense_evasion_clearing_windows_console_history.toml)
Clearing Windows Event Logs,"T1070, T1070.001, T1562.002",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/defense_evasion_clearing_windows_event_logs.toml)
Code Signing Policy Modification Through Built-in tools,"T1553, T1553.006",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/defense_evasion_code_signing_policy_modification_builtin_tools.toml)
Code Signing Policy Modification Through Registry,"T1112, T1553, T1553.006",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/defense_evasion_code_signing_policy_modification_registry.toml)
Command Execution via ForFiles,T1202,EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/defense_evasion_indirect_exec_forfiles.toml)
Command Line Obfuscation via Whitespace Padding,"T1027, T1059, T1059.001, T1140",ES|QL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/cross-platform/defense_evasion_whitespace_padding_command_line.toml)
Command Obfuscation via Unicode Modifier Letters,"T1027, T1027.010",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/defense_evasion_obf_args_unicode_modified_letters.toml)
Command Shell Activity Started via RunDLL32,"T1059, T1059.001, T1059.003, T1218, T1218.011, T1552",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/execution_command_shell_via_rundll32.toml)
Component Object Model Hijacking,"T1112, T1546, T1546.015",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/persistence_suspicious_com_hijack_registry.toml)
Conhost Spawned By Suspicious Parent Process,"T1036, T1055, T1059",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/execution_via_hidden_shell_conhost.toml)
Control Panel Process with Unusual Arguments,"T1218, T1218.002",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/defense_evasion_execution_control_panel_suspicious_args.toml)
Creation of Hidden Files and Directories via CommandLine,"T1564, T1564.001",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/defense_evasion_hidden_file_dir_tmp.toml)
Creation of Hidden Launch Agent or Daemon,"T1543, T1543.001, T1564, T1564.001",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/macos/persistence_evasion_hidden_launch_agent_deamon_creation.toml)
Creation of Hidden Login Item via Apple Script,"T1059, T1059.002, T1547, T1647",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/macos/persistence_creation_hidden_login_item_osascript.toml)
Creation of Hidden Shared Object File,"T1564, T1564.001",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/defense_evasion_hidden_shared_object.toml)
Creation or Modification of Root Certificate,"T1553, T1553.004",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/defense_evasion_create_mod_root_certificate.toml)
Curl or Wget Egress Network Connection via LoLBin,"T1059, T1059.004, T1218",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/defense_evasion_curl_or_wget_executed_via_lolbin.toml)
Decline in host-based traffic,"T1499, T1562",Machine Learning,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/ml/ml_low_count_events_for_a_host_name.toml)
Delayed Execution via Ping,"T1059, T1059.001, T1059.005, T1216, T1218, T1218.003, T1218.004, T1218.005, T1218.009, T1218.010, T1218.011, T1220, T1497, T1497.003",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/execution_delayed_via_ping_lolbas_unsigned.toml)
Delete Volume USN Journal with Fsutil,"T1070, T1070.004",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/defense_evasion_delete_volume_usn_journal_with_fsutil.toml)
Deprecated - Encoded Executable Stored in the Registry,"T1112, T1140",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/defense_evasion_hide_encoded_executable_registry.toml)
Deprecated - M365 Exchange DLP Policy Deleted,T1562,Custom Query,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/o365/defense_evasion_exchange_dlp_policy_removed.toml)
Deprecated - M365 Teams External Access Enabled,T1562,Custom Query,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/o365/defense_evasion_teams_external_access_enabled.toml)
Deprecated - Potential PowerShell Obfuscated Script,"T1027, T1059, T1059.001, T1140",Custom Query,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/defense_evasion_posh_obfuscation.toml)
Directory Creation in /bin directory,"T1564, T1564.001",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/defense_evasion_directory_creation_in_bin.toml)
Disable Windows Event and Security Logs Using Built-in Tools,"T1070, T1070.001, T1562, T1562.002, T1562.006",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/defense_evasion_disabling_windows_logs.toml)
Disable Windows Firewall Rules via Netsh,"T1562, T1562.004",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/defense_evasion_disable_windows_firewall_rules_with_netsh.toml)
Disabling Lsa Protection via Registry Modification,"T1112, T1562, T1562.001",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/defense_evasion_lsass_ppl_disabled_registry.toml)
Disabling User Account Control via Registry Modification,"T1112, T1548, T1548.002, T1562, T1562.001",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/privilege_escalation_disable_uac_registry.toml)
Disabling Windows Defender Security Settings via PowerShell,"T1059, T1059.001, T1562, T1562.001",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/defense_evasion_disabling_windows_defender_powershell.toml)
DNF Package Manager Plugin File Creation,"T1543, T1546, T1546.016, T1574",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/persistence_dnf_package_manager_plugin_file_creation.toml)
DNS Global Query Block List Modified or Disabled,"T1557, T1562, T1562.001",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/defense_evasion_reg_disable_enableglobalqueryblocklist.toml)
DNS-over-HTTPS Enabled via Registry,"T1112, T1562",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/defense_evasion_dns_over_https_enabled.toml)
Domain Added to Google Workspace Trusted Domains,"T1562, T1562.007",Custom Query,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/google_workspace/defense_evasion_domain_added_to_google_workspace_trusted_domains.toml)
Dracut Module Creation,"T1059, T1059.004, T1542, T1543, T1574",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/persistence_dracut_module_creation.toml)
Dylib Injection via Process Environment Variables,"T1574, T1574.006",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/macos/defense_evasion_dylib_injection_via_env_vars.toml)
Dynamic Linker (ld.so) Creation,"T1059, T1059.004, T1218, T1574, T1574.006",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/defense_evasion_ld_so_creation.toml)
Dynamic Linker Creation,"T1574, T1574.006",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/defense_evasion_dynamic_linker_file_creation.toml)
Dynamic Linker Modification Detected via Defend for Containers,"T1574, T1574.006",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/cloud_defend/defense_evasion_ld_preload_shared_object_modified_inside_a_container.toml)
Elastic Agent Service Terminated,"T1562, T1562.001",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/cross-platform/defense_evasion_elastic_agent_service_terminated.toml)
Elastic Defend Alert Followed by Telemetry Loss,"T1204, T1204.002, T1562, T1562.001",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/cross-platform/defense_evasion_missing_events_after_alert.toml)
Enable Host Network Discovery via Netsh,"T1562, T1562.004",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/defense_evasion_enable_network_discovery_with_netsh.toml)
Encoded Payload Detected via Defend for Containers,"T1027, T1059, T1059.004, T1140, T1204, T1204.002",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/cloud_defend/defense_evasion_potential_evasion_via_encoded_payload.toml)
Entra ID OAuth Device Code Grant by Microsoft Authentication Broker,"T1078, T1078.004, T1550, T1550.001, T1566, T1566.002",Custom Query,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/azure/initial_access_entra_id_device_code_auth_with_broker_client.toml)
Entra ID OAuth User Impersonation to Microsoft Graph,"T1078, T1078.004, T1550, T1550.001",ES|QL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/azure/initial_access_entra_id_graph_single_session_from_multiple_addresses.toml)
Entra ID OAuth user_impersonation Scope for Unusual User and Client,"T1078, T1078.004, T1550, T1550.001, T1656",New Terms,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/azure/initial_access_entra_id_oauth_user_impersonation_scope.toml)
Entra ID Privileged Identity Management (PIM) Role Modified,"T1078, T1098, T1098.003",Custom Query,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/azure/persistence_entra_id_privileged_identity_management_role_modified.toml)
Entra ID Service Principal Federated Credential Authentication by Unusual Client,"T1078, T1078.004, T1550, T1550.001",New Terms,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/azure/initial_access_entra_id_federated_login_by_unusual_client.toml)
Entra ID User Sign-in with Unusual Authentication Type,"T1078, T1078.004, T1110, T1110.003, T1550",New Terms,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/azure/initial_access_entra_id_rare_authentication_requirement_for_principal_user.toml)
ESXI Timestomping using Touch Command,"T1070, T1070.006",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/defense_evasion_esxi_suspicious_timestomp_touch.toml)
Executable File Creation with Multiple Extensions,"T1036, T1036.007, T1204, T1204.002",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/defense_evasion_file_creation_mult_extension.toml)
Executable File with Unusual Extension,"T1036, T1036.008",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules_building_block/defense_evasion_masquerading_unusual_exe_file_extension.toml)
Executable Masquerading as Kernel Process,"T1036, T1036.004, T1564",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/defense_evasion_kthreadd_masquerading.toml)
Execution from Unusual Directory - Command Line,"T1036, T1036.005, T1059, T1059.003",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/execution_from_unusual_path_cmdline.toml)
Execution of a Downloaded Windows Script,"T1059, T1059.003, T1059.005, T1059.007, T1218, T1218.005",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/execution_windows_script_from_internet.toml)
Execution of an Unsigned Service,"T1036, T1036.001, T1569, T1569.002",New Terms,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules_building_block/execution_unsigned_service_executable.toml)
Execution via Electron Child Process Node.js Module,"T1059, T1548",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/macos/execution_defense_evasion_electron_app_childproc_node_js.toml)
Execution via Microsoft DotNet ClickOnce Host,"T1127, T1218, T1218.011",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules_building_block/defense_evasion_dotnet_clickonce_dfsvc_netcon.toml)
Execution via MS VisualStudio Pre/Post Build Events,"T1127, T1127.001",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules_building_block/defense_evasion_execution_via_visualstudio_prebuildevent.toml)
Execution via Windows Command Debugging Utility,T1218,EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/defense_evasion_lolbas_win_cdb_utility.toml)
Execution via Windows Subsystem for Linux,T1202,EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/defense_evasion_wsl_child_process.toml)
Expired or Revoked Driver Loaded,"T1036, T1036.001, T1068",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/privilege_escalation_expired_driver_loaded.toml)
File and Directory Permissions Modification,"T1222, T1222.001",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules_building_block/defense_evasion_file_permission_modification.toml)
File Compressed or Archived into Common Format by Unsigned Process,"T1027, T1074, T1074.001, T1132, T1132.001, T1560, T1560.001",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules_building_block/collection_common_compressed_archived_file.toml)
File Creation in /var/log via Suspicious Process,"T1059, T1059.004, T1564, T1564.001",New Terms,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/defense_evasion_var_log_file_creation_by_unsual_process.toml)
File Deletion via Shred,"T1070, T1070.004",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/defense_evasion_file_deletion_via_shred.toml)
File Execution Permission Modification Detected via Defend for Containers,"T1059, T1222, T1222.002",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/cloud_defend/execution_suspicious_file_made_executable_via_chmod_inside_a_container.toml)
File made Immutable by Chattr,"T1222, T1222.002",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/defense_evasion_chattr_immutable_file.toml)
File or Directory Deletion Command,"T1070, T1070.004",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules_building_block/defense_evasion_generic_deletion.toml)
File Permission Modification in Writable Directory,T1222,New Terms,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/defense_evasion_file_mod_writable_dir.toml)
File with Right-to-Left Override Character (RTLO) Created/Executed,"T1036, T1036.002, T1204, T1204.002",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/defense_evasion_right_to_left_override.toml)
File with Suspicious Extension Downloaded,"T1218, T1566, T1566.001, T1566.002",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules_building_block/defense_evasion_download_susp_extension.toml)
