Name,Technique,Rule Type,Severity,Source,Guide
Downloaded URL Files,"T1204, T1566, T1566.001, T1566.002",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/execution_downloaded_url_file.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/execution-downloaded-url-file.md)
DPKG Package Installed by Unusual Parent Process,"T1195, T1195.002, T1543, T1546, T1546.016, T1574",New Terms,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/persistence_dpkg_package_installation_from_unusual_parent.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/persistence-dpkg-package-installation-from-unusual-parent.md)
Entra ID Actor Token User Impersonation Abuse,"T1078, T1078.004, T1548",ES|QL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/azure/initial_access_entra_id_actor_token_user_impersonation_abuse.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/initial-access-entra-id-actor-token-user-impersonation-abuse.md)
Entra ID Concurrent Sign-in with Suspicious Properties,"T1528, T1566, T1566.002",ES|QL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/azure/credential_access_entra_id_suspicious_signin.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/credential-access-entra-id-suspicious-signin.md)
Entra ID High Risk Sign-in,"T1078, T1078.004",Custom Query,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/azure/initial_access_entra_id_high_risk_signin.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/initial-access-entra-id-high-risk-signin.md)
Entra ID High Risk User Sign-in Heuristic,"T1078, T1078.004",Custom Query,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/azure/initial_access_entra_id_risky_user_or_compromised_sign_in.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/initial-access-entra-id-risky-user-or-compromised-sign-in.md)
Entra ID Illicit Consent Grant via Registered Application,"T1528, T1566, T1566.002",New Terms,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/azure/initial_access_entra_id_illicit_consent_grant_via_registered_application.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/initial-access-entra-id-illicit-consent-grant-via-registered-application.md)
"Entra ID OAuth Authorization Code Grant for Unusual User, App, and Resource","T1078, T1078.004, T1528, T1566, T1566.002",New Terms,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/azure/initial_access_entra_id_oauth_auth_code_grant_unusual_app_resource_user.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/initial-access-entra-id-oauth-auth-code-grant-unusual-app-resource-user.md)
Entra ID OAuth Device Code Flow with Concurrent Sign-ins,"T1528, T1566, T1566.002",ES|QL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/azure/credential_access_azure_entra_susp_device_code_signin.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/credential-access-azure-entra-susp-device-code-signin.md)
Entra ID OAuth Device Code Grant by Microsoft Authentication Broker,"T1078, T1078.004, T1550, T1550.001, T1566, T1566.002",Custom Query,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/azure/initial_access_entra_id_device_code_auth_with_broker_client.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/initial-access-entra-id-device-code-auth-with-broker-client.md)
Entra ID OAuth Device Code Grant by Unusual User,"T1078, T1078.004, T1566, T1566.002",New Terms,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/azure/initial_access_entra_id_first_time_seen_device_code_auth.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/initial-access-entra-id-first-time-seen-device-code-auth.md)
Entra ID OAuth Flow by Microsoft Authentication Broker to Device Registration Service (DRS),"T1078, T1078.004, T1528, T1566, T1566.002",ES|QL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/azure/initial_access_entra_id_suspicious_oauth_flow_via_auth_broker_to_drs.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/initial-access-entra-id-suspicious-oauth-flow-via-auth-broker-to-drs.md)
Entra ID OAuth Phishing via First-Party Microsoft Application,"T1078, T1078.004, T1528, T1566, T1566.002",Custom Query,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/azure/initial_access_entra_id_oauth_phishing_via_first_party_microsoft_application.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/initial-access-entra-id-oauth-phishing-via-first-party-microsoft-application.md)
Entra ID OAuth PRT Issuance to Non-Managed Device Detected,"T1078, T1078.004, T1098, T1098.005, T1528",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/azure/persistence_entra_id_rt_to_prt_transition_from_user_device.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/persistence-entra-id-rt-to-prt-transition-from-user-device.md)
Entra ID OAuth ROPC Grant Login Detected,"T1078, T1078.004",New Terms,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/azure/initial_access_entra_id_unusual_ropc_login_attempt.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/initial-access-entra-id-unusual-ropc-login-attempt.md)
Entra ID OAuth User Impersonation to Microsoft Graph,"T1078, T1078.004, T1550, T1550.001",ES|QL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/azure/initial_access_entra_id_graph_single_session_from_multiple_addresses.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/initial-access-entra-id-graph-single-session-from-multiple-addresses.md)
Entra ID OAuth user_impersonation Scope for Unusual User and Client,"T1078, T1078.004, T1550, T1550.001, T1656",New Terms,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/azure/initial_access_entra_id_oauth_user_impersonation_scope.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/initial-access-entra-id-oauth-user-impersonation-scope.md)
Entra ID Protection - Risk Detection - Sign-in Risk,"T1071, T1078, T1078.004, T1110, T1110.003, T1556",Custom Query,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/azure/initial_access_entra_id_protection_sign_in_risk_detected.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/initial-access-entra-id-protection-sign-in-risk-detected.md)
Entra ID Protection - Risk Detection - User Risk,"T1071, T1078, T1078.004, T1110, T1110.003, T1556",Custom Query,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/azure/initial_access_entra_id_protection_user_risk_detected.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/initial-access-entra-id-protection-user-risk-detected.md)
Entra ID Protection Admin Confirmed Compromise,"T1078, T1078.004",Custom Query,Critical,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/azure/initial_access_entra_id_protection_confirmed_compromise.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/initial-access-entra-id-protection-confirmed-compromise.md)
Entra ID Protection Alerts for User Detected,"T1078, T1078.004",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/azure/initial_access_entra_id_protection_alerts_for_user.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/initial-access-entra-id-protection-alerts-for-user.md)
Entra ID Service Principal Federated Credential Authentication by Unusual Client,"T1078, T1078.004, T1550, T1550.001",New Terms,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/azure/initial_access_entra_id_federated_login_by_unusual_client.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/initial-access-entra-id-federated-login-by-unusual-client.md)
Entra ID Sharepoint or OneDrive Accessed by Unusual Client,"T1213, T1213.002, T1566",New Terms,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/azure/collection_entra_id_sharepoint_access_from_unusual_application.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/collection-entra-id-sharepoint-access-from-unusual-application.md)
Entra ID User Reported Suspicious Activity,"T1078, T1078.004",Custom Query,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/azure/initial_access_entra_id_user_reported_risk.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/initial-access-entra-id-user-reported-risk.md)
Entra ID User Sign-in with Unusual Authentication Type,"T1078, T1078.004, T1110, T1110.003, T1550",New Terms,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/azure/initial_access_entra_id_rare_authentication_requirement_for_principal_user.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/initial-access-entra-id-rare-authentication-requirement-for-principal-user.md)
Entra ID User Sign-in with Unusual Client,"T1078, T1078.004, T1528",New Terms,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/azure/initial_access_entra_id_rare_app_id_for_principal_auth.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/initial-access-entra-id-rare-app-id-for-principal-auth.md)
Entra ID User Sign-in with Unusual Non-Managed Device,"T1078, T1078.004, T1098, T1098.005",New Terms,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/azure/persistence_entra_id_user_signed_in_from_unusual_device.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/persistence-entra-id-user-signed-in-from-unusual-device.md)
Execution from a Removable Media with Network Connection,T1091,EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/initial_access_execution_from_removable_media.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/initial-access-execution-from-removable-media.md)
Execution of File Written or Modified by Microsoft Office,"T1566, T1566.001, T1566.002",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/execution_ms_office_written_file.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/execution-ms-office-written-file.md)
Execution via GitHub Actions Runner,"T1059, T1195, T1195.002",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/cross-platform/execution_via_github_actions_runner.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/execution-via-github-actions-runner.md)
External User Added to Google Workspace Group,"T1078, T1078.004",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/google_workspace/initial_access_external_user_added_to_google_workspace_group.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/initial-access-external-user-added-to-google-workspace-group.md)
File with Suspicious Extension Downloaded,"T1218, T1566, T1566.001, T1566.002",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules_building_block/defense_evasion_download_susp_extension.toml),
First Occurrence of IP Address For GitHub Personal Access Token (PAT),"T1078, T1078.004",New Terms,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules_building_block/initial_access_github_new_ip_address_for_pat.toml),
First Occurrence of IP Address For GitHub User,"T1078, T1078.004",New Terms,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules_building_block/initial_access_github_new_ip_address_for_user.toml),
First Occurrence of Okta User Session Started via Proxy,T1133,New Terms,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/okta/initial_access_first_occurrence_user_session_started_via_proxy.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/initial-access-first-occurrence-user-session-started-via-proxy.md)
First Occurrence of User Agent For a GitHub Personal Access Token (PAT),"T1078, T1078.004",New Terms,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules_building_block/initial_access_github_new_user_agent_for_pat.toml),
First Occurrence of User-Agent For a GitHub User,"T1078, T1078.004",New Terms,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules_building_block/initial_access_github_new_user_agent_for_user.toml),
First Time Seen Google Workspace OAuth Login from Third-Party Application,"T1078, T1078.004, T1550, T1550.001",New Terms,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/google_workspace/defense_evasion_google_workspace_new_oauth_login_from_third_party_application.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/defense-evasion-google-workspace-new-oauth-login-from-third-party-application.md)
First Time Seen Removable Device,"T1052, T1052.001, T1091",New Terms,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/initial_access_exfiltration_first_time_seen_usb.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/initial-access-exfiltration-first-time-seen-usb.md)
First-Time FortiGate Administrator Login,T1078,ES|QL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/network/initial_access_newly_observed_fortigate_admin_logon.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/initial-access-newly-observed-fortigate-admin-logon.md)
FortiGate Administrator Login from Multiple IP Addresses,T1078,ES|QL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/network/initial_access_fortigate_admin_login_multi_srcip.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/initial-access-fortigate-admin-login-multi-srcip.md)
FortiGate FortiCloud SSO Login from Unusual Source,"T1078, T1078.004",ES|QL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/network/initial_access_fortigate_sso_login_from_unusual_source.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/initial-access-fortigate-sso-login-from-unusual-source.md)
FortiGate SSL VPN Login Followed by SIEM Alert by User,T1078,EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/cross-platform/initial_access_fortigate_ssl_vpn_login_followed_by_siem_alert.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/initial-access-fortigate-ssl-vpn-login-followed-by-siem-alert.md)
GCP IAM Custom Role Creation,T1078,Custom Query,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/gcp/initial_access_gcp_iam_custom_role_creation.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/initial-access-gcp-iam-custom-role-creation.md)
GitHub Actions Unusual Bot Push to Repository,"T1059, T1195, T1195.002",New Terms,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/github/initial_access_github_actions_bot_first_push_to_repo.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/initial-access-github-actions-bot-first-push-to-repo.md)
GitHub Actions Workflow Modification Blocked,"T1059, T1195, T1195.002, T1546",ES|QL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/github/initial_access_github_actions_workflow_injection_blocked.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/initial-access-github-actions-workflow-injection-blocked.md)
Github Activity on a Private Repository from an Unusual IP,"T1059, T1195, T1195.002",New Terms,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/github/impact_github_repository_activity_from_unusual_ip.toml),
Google Workspace Suspended User Account Renewed,"T1078, T1078.004",Custom Query,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/google_workspace/initial_access_google_workspace_suspended_user_renewed.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/initial-access-google-workspace-suspended-user-renewed.md)
High Number of Okta User Password Reset or Unlock Attempts,T1078,Threshold,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/okta/defense_evasion_suspicious_okta_user_password_reset_or_unlock_attempts.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/defense-evasion-suspicious-okta-user-password-reset-or-unlock-attempts.md)
Inbound Connection to an Unsecure Elasticsearch Node,T1190,Custom Query,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/network/initial_access_unsecure_elasticsearch_node.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/initial-access-unsecure-elasticsearch-node.md)
Initial Access via File Upload Followed by GET Request,"T1190, T1505, T1505.003",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/cross-platform/initial_access_file_upload_followed_by_get_request.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/initial-access-file-upload-followed-by-get-request.md)
Kubeconfig File Creation or Modification,"T1078, T1550",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/lateral_movement_kubeconfig_file_activity.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/lateral-movement-kubeconfig-file-activity.md)
M365 AIR Investigation Signal,"T1204, T1566",Custom Query,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules_building_block/initial_access_microsoft_air_investigation_signal.toml),
M365 Defender Alerts Signal,,Custom Query,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules_building_block/initial_access_microsoft_defender_alerts_signal.toml),
M365 Entra ID Risk Detection Signal,"T1078, T1078.004, T1110",Custom Query,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules_building_block/credential_access_entra_id_risk_detection_signal.toml),
M365 Identity Login from Atypical Travel Location,"T1078, T1078.004",New Terms,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/o365/initial_access_entra_id_portal_login_atypical_travel.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/initial-access-entra-id-portal-login-atypical-travel.md)
M365 Identity Login from Impossible Travel Location,"T1078, T1078.004",Threshold,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/o365/initial_access_entra_id_portal_login_impossible_travel.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/initial-access-entra-id-portal-login-impossible-travel.md)
M365 Identity OAuth Flow by First-Party Microsoft App from Multiple IPs,"T1528, T1550, T1550.001, T1566, T1566.002",ES|QL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/o365/defense_evasion_entra_id_susp_oauth2_authorization.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/defense-evasion-entra-id-susp-oauth2-authorization.md)
M365 Identity OAuth Flow by User Sign-in to Device Registration,"T1098, T1098.005, T1528, T1566, T1566.002",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/o365/credential_access_entra_id_device_reg_via_oauth_redirection.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/credential-access-entra-id-device-reg-via-oauth-redirection.md)
M365 Identity OAuth Illicit Consent Grant by Rare Client and User,"T1528, T1566, T1566.002",New Terms,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/o365/initial_access_identity_illicit_consent_grant_via_registered_application.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/initial-access-identity-illicit-consent-grant-via-registered-application.md)
M365 Identity OAuth Phishing via First-Party Microsoft Application,"T1078, T1078.004, T1566, T1566.002",Custom Query,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/o365/initial_access_identity_oauth_phishing_via_first_party_microsoft_application.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/initial-access-identity-oauth-phishing-via-first-party-microsoft-application.md)
M365 Identity Unusual SSO Authentication Errors for User,"T1078, T1078.004, T1566",New Terms,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/o365/initial_access_identity_unusual_sso_errors_for_user.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/initial-access-identity-unusual-sso-errors-for-user.md)
M365 or Entra ID Identity Sign-in from a Suspicious Source,T1078,ES|QL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/cross-platform/initial_access_azure_o365_with_network_alert.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/initial-access-azure-o365-with-network-alert.md)
M365 Purview Security Compliance Signal,,Custom Query,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules_building_block/initial_access_microsoft_purview_security_compliance_signal.toml),
M365 Quarantine and Hygiene Signal,T1566,Custom Query,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules_building_block/initial_access_microsoft_quarantine_hygiene_signal.toml),
M365 Threat Intelligence Signal,"T1204, T1566",Custom Query,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules_building_block/initial_access_microsoft_defender_threat_intelligence_signal.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/initial-access-microsoft-defender-threat-intelligence-signal.md)
Microsoft Exchange Server UM Spawning Suspicious Processes,"T1190, T1210",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/initial_access_suspicious_ms_exchange_process.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/initial-access-suspicious-ms-exchange-process.md)
Microsoft Exchange Server UM Writing Suspicious Files,"T1190, T1210",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/initial_access_suspicious_ms_exchange_files.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/initial-access-suspicious-ms-exchange-files.md)
Microsoft Exchange Worker Spawning Suspicious Processes,"T1059, T1059.001, T1059.003, T1190",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/initial_access_suspicious_ms_exchange_worker_child_process.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/initial-access-suspicious-ms-exchange-worker-child-process.md)
Microsoft Graph Request User Impersonation by Unusual Client,"T1078, T1078.004, T1528",New Terms,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/azure/initial_access_graph_first_occurrence_of_client_request.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/initial-access-graph-first-occurrence-of-client-request.md)
Mounting Hidden or WebDav Remote Shares,"T1021, T1021.002, T1078, T1078.003, T1087, T1087.001, T1087.002",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/lateral_movement_mount_hidden_or_webdav_share_net.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/lateral-movement-mount-hidden-or-webdav-share-net.md)
Network Traffic to Rare Destination Country,"T1041, T1048, T1071, T1105, T1566, T1566.001, T1566.002",Machine Learning,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/ml/ml_rare_destination_country.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/ml-rare-destination-country.md)
New GitHub Self Hosted Action Runner,"T1195, T1195.002",New Terms,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/github/initial_access_github_register_self_hosted_runner.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/initial-access-github-register-self-hosted-runner.md)
New Okta Authentication Behavior Detected,,Custom Query,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules_building_block/initial_access_new_okta_authentication_behavior.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/initial-access-new-okta-authentication-behavior.md)
