Name,Technique,Rule Type,Severity,Source
M365 Entra ID Risk Detection Signal,"T1078, T1078.004, T1110",Custom Query,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules_building_block/credential_access_entra_id_risk_detection_signal.toml)
M365 Identity OAuth Flow by First-Party Microsoft App from Multiple IPs,"T1528, T1550, T1550.001, T1566, T1566.002",ES|QL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/o365/defense_evasion_entra_id_susp_oauth2_authorization.toml)
M365 Identity OAuth Flow by User Sign-in to Device Registration,"T1098, T1098.005, T1528, T1566, T1566.002",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/o365/credential_access_entra_id_device_reg_via_oauth_redirection.toml)
M365 Identity OAuth Illicit Consent Grant by Rare Client and User,"T1528, T1566, T1566.002",New Terms,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/o365/initial_access_identity_illicit_consent_grant_via_registered_application.toml)
M365 Identity User Account Lockouts,"T1110, T1110.001, T1110.003, T1110.004",ES|QL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/o365/credential_access_identity_user_account_lockouts.toml)
M365 Identity User Brute Force Attempted,"T1110, T1110.001, T1110.003, T1110.004",ES|QL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/o365/credential_access_entra_id_potential_user_account_brute_force.toml)
M365 Purview Security Compliance Signal,,Custom Query,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules_building_block/initial_access_microsoft_purview_security_compliance_signal.toml)
Manual Loading of a Suspicious Chromium Extension,"T1176, T1539",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/macos/persistence_manual_chromium_extension_loading.toml)
Manual Memory Dumping via Proc Filesystem,"T1003, T1003.007, T1212",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/credential_access_manual_memory_dumping.toml)
Memory Dump File with Unusual Extension,"T1003, T1003.001, T1036, T1036.008",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules_building_block/credential_access_mdmp_file_unusual_extension.toml)
Microsoft Graph Request User Impersonation by Unusual Client,"T1078, T1078.004, T1528",New Terms,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/azure/initial_access_graph_first_occurrence_of_client_request.toml)
Microsoft IIS Connection Strings Decryption,T1003,EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/credential_access_iis_connectionstrings_dumping.toml)
Microsoft IIS Service Account Password Dumped,T1003,EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules_building_block/credential_access_iis_apppoolsa_pwd_appcmd.toml)
Mimikatz Memssp Log File Detected,T1003,EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/credential_access_mimikatz_memssp_default_logs.toml)
Modification of WDigest Security Provider,"T1003, T1003.001",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/credential_access_mod_wdigest_security_provider.toml)
Multiple Cloud Secrets Accessed by Source Address,"T1555, T1555.006",ES|QL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/cross-platform/credential_access_multi_could_secrets_via_api.toml)
Multiple Device Token Hashes for Single Okta Session,T1539,ES|QL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/okta/credential_access_multiple_device_token_hashes_for_single_okta_session.toml)
Multiple Logon Failure Followed by Logon Success,"T1110, T1110.001, T1110.003",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/credential_access_bruteforce_multiple_logon_failure_followed_by_success.toml)
Multiple Logon Failure from the same Source Address,"T1110, T1110.001, T1110.003",ES|QL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/credential_access_bruteforce_multiple_logon_failure_same_srcip.toml)
Multiple Okta User Auth Events with Same Device Token Hash Behind a Proxy,"T1110, T1110.003, T1110.004",Threshold,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/okta/credential_access_multiple_auth_events_from_single_device_behind_proxy.toml)
Multiple Okta User Authentication Events with Same Device Token Hash,"T1110, T1110.003, T1110.004",ES|QL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/okta/credential_access_okta_authentication_for_multiple_users_with_the_same_device_token_hash.toml)
Multiple Vault Web Credentials Read,"T1003, T1555, T1555.004",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/credential_access_saved_creds_vault_winlog.toml)
Network Logon Provider Registry Modification,"T1543, T1556",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/credential_access_persistence_network_logon_provider_modification.toml)
New GitHub Personal Access Token (PAT) Added,"T1136, T1136.003, T1528",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/github/persistence_new_pat_created.toml)
NTDS Dump via Wbadmin,"T1003, T1003.002, T1003.003, T1006",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/credential_access_wbadmin_ntds.toml)
NTDS or SAM Database File Copied,"T1003, T1003.002, T1003.003",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/credential_access_copy_ntds_sam_volshadowcp_cmdline.toml)
Okta Admin Console Login Failure,"T1078, T1110",Custom Query,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules_building_block/initial_access_okta_admin_console_login_failure.toml)
Okta AiTM Session Cookie Replay,"T1539, T1550, T1550.004",ES|QL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/okta/credential_access_okta_aitm_session_cookie_replay.toml)
Okta Multiple OS Names Detected for a Single DT Hash,T1539,Threshold,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/okta/credential_access_multiple_user_agent_os_authentication.toml)
Okta Successful Login After Credential Attack,"T1078, T1078.004, T1110, T1110.001, T1110.003, T1110.004",ES|QL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/okta/credential_access_okta_successful_login_after_credential_attack.toml)
Okta User Session Impersonation,,Custom Query,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/okta/credential_access_user_impersonation_access.toml)
Pluggable Authentication Module (PAM) Creation in Unusual Directory,"T1543, T1556",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/persistence_pluggable_authentication_module_creation_in_unusual_dir.toml)
Pluggable Authentication Module (PAM) Source Download,"T1543, T1556",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/persistence_pluggable_authentication_module_source_download.toml)
Pluggable Authentication Module (PAM) Version Discovery,"T1082, T1543, T1556",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/discovery_pam_version_discovery.toml)
Pluggable Authentication Module or Configuration Creation,"T1543, T1556",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/persistence_pluggable_authentication_module_creation.toml)
Polkit Policy Creation,"T1543, T1556",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/persistence_polkit_policy_creation.toml)
Potential Active Directory Replication Account Backdoor,"T1003, T1003.006",Custom Query,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/credential_access_dcsync_user_backdoor.toml)
Potential ADIDNS Poisoning via Wildcard Record Creation,T1557,EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/credential_access_adidns_wildcard.toml)
Potential Backdoor Execution Through PAM_EXEC,"T1543, T1556",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/persistence_pluggable_authentication_module_pam_exec_backdoor_exec.toml)
Potential Computer Account NTLM Relay Activity,"T1187, T1557, T1557.001",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/credential_access_dollar_account_relay.toml)
Potential Cookies Theft via Browser Debugging,T1539,EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/cross-platform/credential_access_cookies_chromium_browsers_debugging.toml)
Potential Credential Access via DCSync,"T1003, T1003.006, T1078, T1078.002",New Terms,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/credential_access_dcsync_replication_rights.toml)
Potential Credential Access via DuplicateHandle in LSASS,"T1003, T1003.001",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/credential_access_potential_lsa_memdump_via_mirrordump.toml)
Potential Credential Access via LSASS Memory Dump,"T1003, T1003.001, T1106",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/credential_access_suspicious_lsass_access_memdump.toml)
Potential Credential Access via Memory Dump File Creation,"T1003, T1003.001",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules_building_block/credential_access_mdmp_file_creation.toml)
Potential Credential Access via Renamed COM+ Services DLL,"T1003, T1003.001, T1218, T1218.011",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/credential_access_suspicious_comsvcs_imageload.toml)
Potential Credential Access via Trusted Developer Utility,"T1003, T1003.002, T1127, T1127.001, T1555, T1555.004",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/credential_access_credential_dumping_msbuild.toml)
Potential Credential Access via Windows Utilities,"T1003, T1003.001, T1003.003, T1218, T1218.011",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/credential_access_cmdline_dump_tool.toml)
Potential Execution via SSH Backdoor,"T1021, T1021.004, T1543, T1556, T1563, T1563.001",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/persistence_suspicious_ssh_execution_xzbackdoor.toml)
Potential External Linux SSH Brute Force Detected,"T1110, T1110.001, T1110.003",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/credential_access_potential_linux_ssh_bruteforce_external.toml)
Potential Impersonation Attempt via Kubectl,"T1078, T1528, T1550, T1550.001, T1552",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/defense_evasion_potential_kubectl_impersonation.toml)
Potential Internal Linux SSH Brute Force Detected,"T1110, T1110.001, T1110.003",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/credential_access_potential_linux_ssh_bruteforce_internal.toml)
Potential Invoke-Mimikatz PowerShell Script,"T1003, T1003.001",Custom Query,Critical,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/credential_access_mimikatz_powershell_module.toml)
Potential Kerberos Attack via Bifrost,"T1550, T1550.003, T1558, T1558.003",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/macos/lateral_movement_credential_access_kerberos_bifrostconsole.toml)
Potential Kerberos Coercion via DNS-Based SPN Spoofing,"T1187, T1557, T1557.001",Custom Query,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/credential_access_kerberos_coerce.toml)
Potential Kerberos Relay Attack against a Computer Account,"T1187, T1557, T1557.001",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/credential_access_dollar_account_relay_kerberos.toml)
Potential Kerberos SPN Spoofing via Suspicious DNS Query,"T1187, T1557, T1557.001",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/credential_access_kerberos_coerce_dns.toml)
Potential Linux Credential Dumping via Proc Filesystem,"T1003, T1003.007, T1212",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/credential_access_proc_credential_dumping.toml)
Potential Linux Credential Dumping via Unshadow,"T1003, T1003.008",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/credential_access_credential_dumping.toml)
Potential Linux Local Account Brute Force Detected,"T1110, T1110.001",ES|QL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/credential_access_potential_linux_local_account_bruteforce.toml)
Potential Local NTLM Relay via HTTP,"T1212, T1218, T1218.011",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/credential_access_relay_ntlm_auth_via_http_spoolss.toml)
Potential LSASS Clone Creation via PssCaptureSnapShot,"T1003, T1003.001",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/credential_access_via_snapshot_lsass_clone_creation.toml)
