Name,Technique,Rule Type,Severity,Source,Guide
Deprecated - PowerShell Script with Remote Execution Capabilities via WinRM,"T1021, T1021.006, T1059, T1059.001",Custom Query,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules_building_block/lateral_movement_posh_winrm_activity.toml),
Direct Interactive Kubernetes API Request by Common Utilities,"T1059, T1059.004, T1613",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/cross-platform/execution_d4c_k8s_mda_direct_interactive_kubernetes_api_request_by_usual_utilities.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/execution-d4c-k8s-mda-direct-interactive-kubernetes-api-request-by-usual-utilities.md)
Direct Interactive Kubernetes API Request by Unusual Utilities,"T1059, T1059.004, T1613",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/cross-platform/execution_d4c_k8s_mda_kubernetes_api_activity_by_unusual_utilities.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/execution-d4c-k8s-mda-kubernetes-api-activity-by-unusual-utilities.md)
Direct Interactive Kubernetes API Request Detected via Defend for Containers,"T1059, T1059.004, T1613",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/cloud_defend/execution_direct_interactive_kubernetes_api_request.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/execution-direct-interactive-kubernetes-api-request.md)
Disabling Windows Defender Security Settings via PowerShell,"T1059, T1059.001, T1562, T1562.001",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/defense_evasion_disabling_windows_defender_powershell.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/defense-evasion-disabling-windows-defender-powershell.md)
Downloaded Shortcut Files,"T1204, T1204.002, T1566, T1566.001, T1566.002",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/execution_downloaded_shortcut_files.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/execution-downloaded-shortcut-files.md)
Downloaded URL Files,"T1204, T1566, T1566.001, T1566.002",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/execution_downloaded_url_file.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/execution-downloaded-url-file.md)
Dracut Module Creation,"T1059, T1059.004, T1542, T1543, T1574",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/persistence_dracut_module_creation.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/persistence-dracut-module-creation.md)
Dynamic IEX Reconstruction via Method String Access,"T1027, T1059, T1059.001, T1140",ES|QL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/defense_evasion_posh_obfuscation_iex_string_reconstruction.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/defense-evasion-posh-obfuscation-iex-string-reconstruction.md)
Dynamic Linker (ld.so) Creation,"T1059, T1059.004, T1218, T1574, T1574.006",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/defense_evasion_ld_so_creation.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/defense-evasion-ld-so-creation.md)
Egress Connection from Entrypoint in Container,"T1059, T1059.004, T1611",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/execution_egress_connection_from_entrypoint_in_container.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/execution-egress-connection-from-entrypoint-in-container.md)
Elastic Defend Alert Followed by Telemetry Loss,"T1204, T1204.002, T1562, T1562.001",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/cross-platform/defense_evasion_missing_events_after_alert.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/defense-evasion-missing-events-after-alert.md)
Encoded Payload Detected via Defend for Containers,"T1027, T1059, T1059.004, T1140, T1204, T1204.002",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/cloud_defend/defense_evasion_potential_evasion_via_encoded_payload.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/defense-evasion-potential-evasion-via-encoded-payload.md)
Entra ID PowerShell Sign-in,"T1059, T1059.001, T1078, T1078.004",Custom Query,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/azure/initial_access_entra_id_powershell_signin.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/initial-access-entra-id-powershell-signin.md)
Enumeration Command Spawned via WMIPrvSE,"T1016, T1016.001, T1018, T1047, T1057, T1087, T1518",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/execution_enumeration_via_wmiprvse.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/execution-enumeration-via-wmiprvse.md)
Executable File Creation with Multiple Extensions,"T1036, T1036.007, T1204, T1204.002",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/defense_evasion_file_creation_mult_extension.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/defense-evasion-file-creation-mult-extension.md)
Executable File Download via Wget,"T1105, T1204, T1204.002",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/macos/command_and_control_executable_download_via_wget.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/command-and-control-executable-download-via-wget.md)
Execution from Unusual Directory - Command Line,"T1036, T1036.005, T1059, T1059.003",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/execution_from_unusual_path_cmdline.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/execution-from-unusual-path-cmdline.md)
Execution of a Downloaded Windows Script,"T1059, T1059.003, T1059.005, T1059.007, T1218, T1218.005",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/execution_windows_script_from_internet.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/execution-windows-script-from-internet.md)
Execution of an Unsigned Service,"T1036, T1036.001, T1569, T1569.002",New Terms,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules_building_block/execution_unsigned_service_executable.toml),
Execution of COM object via Xwizard,"T1559, T1559.001",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/execution_com_object_xwizard.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/execution-com-object-xwizard.md)
Execution of File Written or Modified by Microsoft Office,"T1566, T1566.001, T1566.002",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/execution_ms_office_written_file.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/execution-ms-office-written-file.md)
Execution via Electron Child Process Node.js Module,"T1059, T1548",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/macos/execution_defense_evasion_electron_app_childproc_node_js.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/execution-defense-evasion-electron-app-childproc-node-js.md)
Execution via GitHub Actions Runner,"T1059, T1195, T1195.002",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/cross-platform/execution_via_github_actions_runner.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/execution-via-github-actions-runner.md)
Execution via local SxS Shared Module,T1129,EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/execution_shared_modules_local_sxs_dll.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/execution-shared-modules-local-sxs-dll.md)
Execution via MS VisualStudio Pre/Post Build Events,"T1127, T1127.001",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules_building_block/defense_evasion_execution_via_visualstudio_prebuildevent.toml),
Execution via MSSQL xp_cmdshell Stored Procedure,"T1059, T1059.003, T1505, T1505.001",New Terms,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/persistence_via_xp_cmdshell_mssql_stored_procedure.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/persistence-via-xp-cmdshell-mssql-stored-procedure.md)
Execution via OpenClaw Agent,"T1059, T1059.007, T1071, T1071.001",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/cross-platform/execution_openclaw_agent_child_process.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/execution-openclaw-agent-child-process.md)
Execution with Explicit Credentials via Scripting,"T1059, T1078, T1548, T1548.004",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/macos/privilege_escalation_explicit_creds_via_scripting.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/privilege-escalation-explicit-creds-via-scripting.md)
Exploit - Detected - Elastic Endgame,T1068,Custom Query,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/promotions/execution_endgame_exploit_detected.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/execution-endgame-exploit-detected.md)
Exploit - Prevented - Elastic Endgame,T1068,Custom Query,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/promotions/execution_endgame_exploit_prevented.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/execution-endgame-exploit-prevented.md)
Exporting Exchange Mailbox via PowerShell,"T1005, T1059, T1059.001, T1114, T1114.002",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/collection_email_powershell_exchange_mailbox.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/collection-email-powershell-exchange-mailbox.md)
File Creation and Execution Detected via Defend for Containers,"T1059, T1059.004, T1071",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/cloud_defend/execution_interactive_file_creation_followed_by_execution.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/execution-interactive-file-creation-followed-by-execution.md)
File Creation by Cups or Foomatic-rip Child,T1203,EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/execution_cupsd_foomatic_rip_file_creation.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/execution-cupsd-foomatic-rip-file-creation.md)
File Creation in /var/log via Suspicious Process,"T1059, T1059.004, T1564, T1564.001",New Terms,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/defense_evasion_var_log_file_creation_by_unsual_process.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/defense-evasion-var-log-file-creation-by-unsual-process.md)
"File Creation, Execution and Self-Deletion in Suspicious Directory","T1059, T1059.004",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/execution_file_execution_followed_by_deletion.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/execution-file-execution-followed-by-deletion.md)
File Download Detected via Defend for Containers,"T1059, T1059.004, T1071, T1071.001",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/cloud_defend/command_and_control_interactive_file_download_from_internet.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/command-and-control-interactive-file-download-from-internet.md)
File Execution Permission Modification Detected via Defend for Containers,"T1059, T1222, T1222.002",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/cloud_defend/execution_suspicious_file_made_executable_via_chmod_inside_a_container.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/execution-suspicious-file-made-executable-via-chmod-inside-a-container.md)
File Transfer or Listener Established via Netcat,"T1059, T1059.004",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/execution_file_transfer_or_listener_established_via_netcat.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/execution-file-transfer-or-listener-established-via-netcat.md)
File Transfer Utility Launched from Unusual Parent,,ES|QL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/exfiltration_unusual_file_transfer_utility_launched.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/exfiltration-unusual-file-transfer-utility-launched.md)
File with Right-to-Left Override Character (RTLO) Created/Executed,"T1036, T1036.002, T1204, T1204.002",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/defense_evasion_right_to_left_override.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/defense-evasion-right-to-left-override.md)
First Occurrence GitHub Event for a Personal Access Token (PAT),T1648,New Terms,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules_building_block/execution_github_new_event_action_for_pat.toml),
First Occurrence of GitHub Repo Interaction From a New IP,T1648,New Terms,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules_building_block/execution_github_repo_interaction_from_new_ip.toml),
First Occurrence of GitHub User Interaction with Private Repo,T1648,New Terms,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules_building_block/execution_github_new_repo_interaction_for_user.toml),
First Occurrence of Private Repo Event from Specific GitHub Personal Access Token (PAT),T1648,New Terms,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules_building_block/execution_github_new_repo_interaction_for_pat.toml),
First Time AWS CloudFormation Stack Creation,T1648,New Terms,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/aws/execution_new_terms_cloudformation_createstack.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/execution-new-terms-cloudformation-createstack.md)
Forbidden Direct Interactive Kubernetes API Request,"T1059, T1059.004, T1613",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/cross-platform/execution_d4c_k8s_mda_forbidden_direct_interactive_kubernetes_api_request.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/execution-d4c-k8s-mda-forbidden-direct-interactive-kubernetes-api-request.md)
GenAI or MCP Server Child Process Execution,T1059,EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules_building_block/execution_mcp_server_child_process.toml),
Git Hook Child Process,"T1059, T1059.004, T1543, T1574",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/persistence_git_hook_process_execution.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/persistence-git-hook-process-execution.md)
Git Hook Command Execution,"T1059, T1059.004, T1543, T1574",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/persistence_git_hook_execution.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/persistence-git-hook-execution.md)
Git Hook Created or Modified,"T1059, T1059.004, T1543, T1574",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/persistence_git_hook_file_creation.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/persistence-git-hook-file-creation.md)
Git Hook Egress Network Connection,"T1059, T1059.004, T1543, T1574",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/persistence_git_hook_netcon.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/persistence-git-hook-netcon.md)
GitHub Actions Unusual Bot Push to Repository,"T1059, T1195, T1195.002",New Terms,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/github/initial_access_github_actions_bot_first_push_to_repo.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/initial-access-github-actions-bot-first-push-to-repo.md)
GitHub Actions Workflow Modification Blocked,"T1059, T1195, T1195.002, T1546",ES|QL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/github/initial_access_github_actions_workflow_injection_blocked.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/initial-access-github-actions-workflow-injection-blocked.md)
Github Activity on a Private Repository from an Unusual IP,"T1059, T1195, T1195.002",New Terms,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/github/impact_github_repository_activity_from_unusual_ip.toml),
GitHub App Deleted,T1648,EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/github/execution_github_app_deleted.toml),[Guide](/solutions/security/detect-and-alert/prebuilt-rule-guides/execution-github-app-deleted.md)
GitHub Repo Created,T1648,EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules_building_block/execution_github_repo_created.toml),
