Name,Technique,Rule Type,Severity,Source
Anomalous React Server Components Flight Data Patterns,"T1059, T1059.007, T1190",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules_building_block/initial_access_anomalous_rsc_flight_data_patterns.toml)
Anomalous Windows Process Creation,T1543,Machine Learning,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/ml/persistence_ml_windows_anomalous_process_creation.toml)
Apple Script Execution followed by Network Connection,"T1059, T1059.002, T1105",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/macos/execution_scripting_osascript_exec_followed_by_netcon.toml)
Apple Scripting Execution with Administrator Privileges,"T1059, T1078",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/macos/privilege_escalation_applescript_with_admin_privs.toml)
Application Added to Google Workspace Domain,,Custom Query,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/google_workspace/persistence_application_added_to_google_workspace_domain.toml)
Application Removed from Blocklist in Google Workspace,"T1562, T1562.001",Custom Query,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/google_workspace/defense_evasion_application_removed_from_blocklist_in_google_workspace.toml)
APT Package Manager Configuration File Creation,"T1543, T1546, T1546.016, T1574",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/persistence_apt_package_manager_file_creation.toml)
Archive File with Unusual Extension,"T1036, T1036.008",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules_building_block/defense_evasion_collection_masquerading_unusual_archive_file_extension.toml)
At Job Created or Modified,"T1053, T1053.002",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/persistence_at_job_creation.toml)
At.exe Command Lateral Movement,"T1021, T1053, T1053.002, T1053.005",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules_building_block/lateral_movement_at.toml)
Attempt to Clear Kernel Ring Buffer,"T1070, T1070.002, T1562, T1562.001",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/defense_evasion_clear_kernel_ring_buffer.toml)
Attempt to Clear Logs via Journalctl,"T1070, T1070.002, T1562, T1562.001",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/defense_evasion_journalctl_clear_logs.toml)
Attempt to Create Okta API Token,T1136,Custom Query,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/okta/persistence_attempt_to_create_okta_api_token.toml)
Attempt to Deactivate an Okta Application,T1489,Custom Query,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/okta/impact_okta_attempt_to_deactivate_okta_application.toml)
Attempt to Deactivate an Okta Network Zone,"T1562, T1562.007",Custom Query,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/okta/defense_evasion_attempt_to_deactivate_okta_network_zone.toml)
Attempt to Deactivate an Okta Policy,"T1562, T1562.007",Custom Query,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/okta/defense_evasion_okta_attempt_to_deactivate_okta_policy.toml)
Attempt to Deactivate an Okta Policy Rule,"T1562, T1562.007",Custom Query,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/okta/defense_evasion_okta_attempt_to_deactivate_okta_policy_rule.toml)
Attempt to Delete an Okta Application,T1489,Custom Query,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/okta/impact_okta_attempt_to_delete_okta_application.toml)
Attempt to Delete an Okta Network Zone,"T1562, T1562.007",Custom Query,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/okta/defense_evasion_attempt_to_delete_okta_network_zone.toml)
Attempt to Delete an Okta Policy,"T1562, T1562.007",Custom Query,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/okta/defense_evasion_okta_attempt_to_delete_okta_policy.toml)
Attempt to Delete an Okta Policy Rule,"T1562, T1562.007",Custom Query,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/okta/defense_evasion_okta_attempt_to_delete_okta_policy_rule.toml)
Attempt to Disable Auditd Service,"T1562, T1562.001",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/defense_evasion_attempt_to_disable_auditd_service.toml)
Attempt to Disable Gatekeeper,T1553,EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/macos/defense_evasion_attempt_to_disable_gatekeeper.toml)
Attempt to Disable IPTables or Firewall,"T1562, T1562.001",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/defense_evasion_attempt_to_disable_iptables_or_firewall.toml)
Attempt to Disable Syslog Service,"T1562, T1562.001",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/defense_evasion_attempt_to_disable_syslog_service.toml)
Attempt to Enable the Root Account,"T1078, T1078.003",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/macos/persistence_enable_root_account.toml)
Attempt to Establish VScode Remote Tunnel,T1219,EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/command_and_control_tunnel_vscode.toml)
Attempt to Install Kali Linux via WSL,T1202,EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/windows/defense_evasion_wsl_kalilinux.toml)
Attempt to Install Root Certificate,"T1553, T1553.004",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/macos/defense_evasion_install_root_certificate.toml)
Attempt to Modify an Okta Application,,Custom Query,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/okta/impact_okta_attempt_to_modify_okta_application.toml)
Attempt to Modify an Okta Network Zone,"T1562, T1562.007",Custom Query,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/okta/defense_evasion_okta_attempt_to_modify_okta_network_zone.toml)
Attempt to Modify an Okta Policy,"T1562, T1562.007",Custom Query,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/okta/defense_evasion_okta_attempt_to_modify_okta_policy.toml)
Attempt to Modify an Okta Policy Rule,"T1562, T1562.007",Custom Query,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/okta/defense_evasion_okta_attempt_to_modify_okta_policy_rule.toml)
Attempt to Mount SMB Share via Command Line,"T1021, T1021.002",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/macos/lateral_movement_mounting_smb_share.toml)
Attempt to Reset MFA Factors for an Okta User Account,T1098,Custom Query,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/okta/persistence_attempt_to_reset_mfa_factors_for_okta_user_account.toml)
Attempt to Revoke Okta API Token,T1531,Custom Query,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/okta/impact_attempt_to_revoke_okta_api_token.toml)
Attempt to Unload Elastic Endpoint Security Kernel Extension,"T1547, T1547.006, T1562, T1562.001",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/macos/defense_evasion_unload_endpointsecurity_kext.toml)
Attempted Bypass of Okta MFA,T1111,Custom Query,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/okta/credential_access_attempted_bypass_of_okta_mfa.toml)
Attempted Private Key Access,"T1552, T1552.004",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules_building_block/credential_access_win_private_key_access.toml)
Attempts to Brute Force an Okta User Account,T1110,Threshold,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/okta/credential_access_attempts_to_brute_force_okta_user_account.toml)
Authentication via Unusual PAM Grantor,"T1543, T1556",New Terms,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/persistence_unusual_pam_grantor.toml)
Authorization Plugin Modification,"T1547, T1547.002",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/macos/persistence_credential_access_authorization_plugin_creation.toml)
AWS Access Token Used from Multiple Addresses,"T1078, T1078.004",ES|QL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/aws/initial_access_iam_session_token_used_from_multiple_addresses.toml)
AWS Bedrock Detected Multiple Attempts to use Denied Models by a Single User,,ES|QL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/aws_bedrock/aws_bedrock_multiple_attempts_to_use_denied_models_by_user.toml)
AWS Bedrock Detected Multiple Validation Exception Errors by a Single User,,ES|QL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/aws_bedrock/aws_bedrock_multiple_validation_exception_errors_by_single_user.toml)
AWS Bedrock Guardrails Detected Multiple Policy Violations Within a Single Blocked Request,,ES|QL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/aws_bedrock/aws_bedrock_guardrails_multiple_violations_in_single_request.toml)
AWS Bedrock Guardrails Detected Multiple Violations by a Single User Over a Session,,ES|QL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/aws_bedrock/aws_bedrock_guardrails_multiple_violations_by_single_user.toml)
AWS Bedrock Invocations without Guardrails Detected by a Single User Over a Session,,ES|QL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/aws_bedrock/aws_bedrock_execution_without_guardrails.toml)
AWS CLI Command with Custom Endpoint URL,T1102,New Terms,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/command_and_control_aws_cli_endpoint_url_used.toml)
AWS CLI with Kali Linux Fingerprint Identified,"T1078, T1078.004",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/aws/initial_access_kali_user_agent_detected_with_aws_cli.toml)
AWS CloudTrail Log Evasion,"T1562, T1562.008",Custom Query,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/aws/defense_evasion_cloudtrail_logging_evasion.toml)
AWS CloudTrail Log Suspended,"T1562, T1562.001",Custom Query,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/aws/defense_evasion_cloudtrail_logging_suspended.toml)
AWS CloudTrail Log Updated,"T1530, T1565, T1565.001",Custom Query,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/aws/impact_cloudtrail_logging_updated.toml)
AWS CloudWatch Alarm Deletion,"T1562, T1562.001, T1562.006",Custom Query,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/aws/defense_evasion_cloudwatch_alarm_deletion.toml)
AWS CloudWatch Log Group Deletion,"T1485, T1562, T1562.001",Custom Query,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/aws/impact_cloudwatch_log_group_deletion.toml)
AWS CloudWatch Log Stream Deletion,"T1485, T1562, T1562.001",Custom Query,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/aws/impact_cloudwatch_log_stream_deletion.toml)
AWS Config Resource Deletion,"T1562, T1562.001, T1562.008",Custom Query,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/aws/defense_evasion_config_service_rule_deletion.toml)
AWS Configuration Recorder Stopped,"T1562, T1562.001, T1562.008",Custom Query,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/aws/defense_evasion_configuration_recorder_stopped.toml)
AWS Credentials Searched For Inside A Container,"T1552, T1552.001",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/linux/credential_access_aws_creds_search_inside_container.toml)
AWS Discovery API Calls via CLI from a Single Resource,T1580,ES|QL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/aws/discovery_multiple_discovery_api_calls_via_cli.toml)
AWS DynamoDB Scan by Unusual User,"T1530, T1567",New Terms,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/aws/exfiltration_dynamodb_scan_by_unusual_user.toml)
AWS DynamoDB Table Exported to S3,"T1567, T1567.002",New Terms,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/aws/exfiltration_dynamodb_table_exported_to_s3.toml)
AWS EC2 AMI Shared with Another Account,T1537,Custom Query,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/aws/exfiltration_ec2_ami_shared_with_separate_account.toml)
AWS EC2 Deprecated AMI Discovery,T1580,Custom Query,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/aws/discovery_ec2_deprecated_ami_discovery.toml)
AWS EC2 EBS Snapshot Access Removed,"T1485, T1490",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/aws/impact_ec2_ebs_snapshot_access_removed.toml)
AWS EC2 EBS Snapshot Shared or Made Public,T1537,EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/aws/exfiltration_ec2_ebs_snapshot_shared_with_another_account.toml)
AWS EC2 Export Task,"T1005, T1119, T1530, T1537",Custom Query,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/aws/exfiltration_ec2_export_task.toml)
AWS EC2 Instance Connect SSH Public Key Uploaded,"T1021, T1021.004, T1098, T1098.004",Custom Query,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/aws/lateral_movement_ec2_instance_connect_ssh_public_key_uploaded.toml)
AWS EC2 Instance Console Login via Assumed Role,"T1021, T1021.007, T1078, T1078.004, T1550, T1550.001, T1552, T1552.005",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/aws/lateral_movement_ec2_instance_console_login.toml)
AWS EC2 Instance Interaction with IAM Service,"T1078, T1078.004, T1098, T1098.001, T1098.003",EQL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules_building_block/persistence_iam_instance_request_to_iam_service.toml)
AWS EC2 Multi-Region DescribeInstances API Calls,T1580,ES|QL,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules_building_block/discovery_ec2_multi_region_describe_instances.toml)
AWS EC2 Network Access Control List Creation,"T1133, T1562, T1562.007",Custom Query,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/aws/persistence_ec2_network_acl_creation.toml)
AWS EC2 Network Access Control List Deletion,"T1562, T1562.007",Custom Query,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/aws/defense_evasion_ec2_network_acl_deletion.toml)
AWS EC2 Security Group Configuration Change,"T1562, T1562.007",Custom Query,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/aws/persistence_ec2_security_group_configuration_change_detection.toml)
AWS EC2 Unauthorized Admin Credential Fetch via Assumed Role,"T1552, T1552.005",New Terms,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/aws/credential_access_aws_getpassword_for_ec2_instance.toml)
AWS EC2 User Data Retrieval for EC2 Instance,"T1552, T1552.005, T1580",New Terms,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/aws/discovery_ec2_userdata_request_for_ec2_instance.toml)
AWS EFS File System Deleted,T1485,Custom Query,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/aws/impact_efs_filesystem_deleted.toml)
AWS EventBridge Rule Disabled or Deleted,T1489,Custom Query,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/aws/impact_aws_eventbridge_rule_disabled_or_deleted.toml)
AWS First Occurrence of STS GetFederationToken Request by User,"T1098, T1098.001, T1550, T1550.001",New Terms,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/aws/defense_evasion_sts_get_federation_token.toml)
AWS GuardDuty Detector Deletion,"T1562, T1562.001",Custom Query,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/aws/defense_evasion_guardduty_detector_deletion.toml)
AWS IAM AdministratorAccess Policy Attached to Group,"T1098, T1098.003",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/aws/privilege_escalation_iam_administratoraccess_policy_attached_to_group.toml)
AWS IAM AdministratorAccess Policy Attached to Role,"T1098, T1098.003",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/aws/privilege_escalation_iam_administratoraccess_policy_attached_to_role.toml)
AWS IAM AdministratorAccess Policy Attached to User,"T1098, T1098.003",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/aws/privilege_escalation_iam_administratoraccess_policy_attached_to_user.toml)
AWS IAM API Calls via Temporary Session Tokens,T1098,New Terms,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/aws/persistence_iam_api_calls_via_user_session_token.toml)
AWS IAM Assume Role Policy Update,"T1078, T1078.004",New Terms,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/aws/privilege_escalation_iam_update_assume_role_policy.toml)
AWS IAM CompromisedKeyQuarantine Policy Attached to User,T1552,EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/aws/credential_access_iam_compromisedkeyquarantine_policy_attached_to_user.toml)
AWS IAM Create User via Assumed Role on EC2 Instance,"T1136, T1136.003",New Terms,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/aws/persistence_iam_create_user_via_assumed_role_on_ec2_instance.toml)
AWS IAM Customer-Managed Policy Attached to Role by Rare User,"T1548, T1548.005",New Terms,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/aws/privilege_escalation_iam_customer_managed_policy_attached_to_role.toml)
AWS IAM Deactivation of MFA Device,"T1531, T1556, T1556.006",Custom Query,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/aws/impact_iam_deactivate_mfa_device.toml)
AWS IAM Group Creation,"T1136, T1136.003",Custom Query,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/aws/persistence_iam_group_creation.toml)
AWS IAM Group Deletion,T1531,Custom Query,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/aws/impact_iam_group_deletion.toml)
AWS IAM Login Profile Added for Root,"T1078, T1078.004, T1098",EQL,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/aws/persistence_iam_create_login_profile_for_root.toml)
AWS IAM Login Profile Added to User,"T1078, T1078.004, T1098, T1098.003",Custom Query,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules_building_block/persistence_aws_iam_login_profile_added_to_user.toml)
AWS IAM OIDC Provider Created by Rare User,"T1078, T1078.004, T1484, T1484.002",New Terms,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/aws/persistence_iam_oidc_provider_created.toml)
AWS IAM Principal Enumeration via UpdateAssumeRolePolicy,"T1087, T1087.004, T1110",Threshold,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/aws/discovery_iam_principal_enumeration_via_update_assume_role_policy.toml)
AWS IAM Roles Anywhere Profile Creation,"T1098, T1098.003",Custom Query,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/aws/persistence_iam_roles_anywhere_profile_created.toml)
AWS IAM Roles Anywhere Trust Anchor Created with External CA,"T1098, T1098.003",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/aws/persistence_iam_roles_anywhere_trusted_anchor_created_with_external_ca.toml)
AWS IAM SAML Provider Created,"T1078, T1078.004, T1484, T1484.002",Custom Query,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/aws/persistence_iam_saml_provider_created.toml)
AWS IAM SAML Provider Updated,"T1484, T1484.002",Custom Query,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/aws/privilege_escalation_iam_saml_provider_updated.toml)
AWS IAM User Addition to Group,T1098,Custom Query,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/aws/credential_access_iam_user_addition_to_group.toml)
AWS IAM User Created Access Keys For Another User,"T1098, T1098.001",ES|QL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/aws/persistence_iam_user_created_access_keys_for_another_user.toml)
AWS IAM Virtual MFA Device Registration Attempt with Session Token,"T1098, T1098.005, T1556, T1556.006",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/aws/persistence_aws_attempt_to_register_virtual_mfa_device.toml)
AWS KMS Customer Managed Key Disabled or Scheduled for Deletion,T1485,Custom Query,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/aws/impact_kms_cmk_disabled_or_scheduled_for_deletion.toml)
AWS Lambda Function Created or Updated,T1648,Custom Query,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules_building_block/execution_aws_lambda_function_updated.toml)
AWS Lambda Function Policy Updated to Allow Public Invocation,T1546,EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/aws/persistence_lambda_backdoor_invoke_function_for_any_principal.toml)
AWS Lambda Layer Added to Existing Function,T1648,Custom Query,Low,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/aws/execution_lambda_external_layer_added_to_function.toml)
AWS Management Console Brute Force of Root User Identity,T1110,Threshold,High,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/aws/credential_access_root_console_failure_brute_force.toml)
AWS Management Console Root Login,"T1078, T1078.004",Custom Query,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/aws/initial_access_console_login_root.toml)
AWS RDS DB Instance Made Public,"T1556, T1556.009",EQL,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/aws/persistence_rds_instance_made_public.toml)
AWS RDS DB Instance or Cluster Deleted,T1485,Custom Query,Medium,[GitHub ↗](https://github.com/elastic/detection-rules/blob/main/rules/integrations/aws/impact_rds_instance_cluster_deletion.toml)
